timestamp,open,high,low,close,volume,buy_volume,sell_volume,delta
2024-12-23T00:00:00,517.5943450139422,521.2804299717675,514.1872352921986,520.90185546875,29672800.0,18395474.990363535,11277325.009636467,7118149.980727067
2024-12-24T00:00:00,522.854514827797,528.0548371426894,522.2169092458087,527.9652099609375,17558200.0,11962655.312593285,5595544.687406715,6367110.62518657
2024-12-26T00:00:00,526.3313560192331,529.2403478108545,524.3289121388443,527.6065063476562,19090500.0,11243241.644952785,7847258.355047215,3395983.2899055704
2024-12-27T00:00:00,524.0300435156842,524.4683897338862,515.9106967940162,520.593017578125,33839600.0,13189170.38286143,20650429.617138572,-7461259.234277142
2024-12-30T00:00:00,513.5695901830321,517.4050741628361,509.90341888184463,513.669189453125,34584000.0,19090075.62199428,15493924.37800572,3596151.2439885587
2024-12-31T00:00:00,514.9543347038892,515.7114228726336,508.3393140727987,509.3056640625,29117000.0,9756137.878935628,19360862.121064372,-9604724.242128745
2025-01-02T00:00:00,512.3641052015905,514.6953239346398,503.80644256925154,508.3094482421875,36389800.0,14342857.469718028,22046942.530281972,-7704085.060563944
2025-01-03T00:00:00,511.417696434176,517.6940315122579,510.60083647061316,516.6280517578125,29059500.0,19184603.411990523,9874896.588009475,9309706.823981049
2025-01-06T00:00:00,522.0475504427856,525.9328339298473,520.0650507509039,522.5655517578125,36109700.0,20338493.56972603,15771206.430273969,4567287.139452063
2025-01-07T00:00:00,523.6116330578326,524.0100909190774,511.34797203831766,513.2407836914062,36690300.0,12002982.156954132,24687317.84304587,-12684335.68609174
2025-01-08T00:00:00,513.1411571001679,514.9741969361809,508.6481238764345,513.3304443359375,30777800.0,17065928.888749626,13711871.111250374,3354057.777499251
2025-01-10T00:00:00,509.5547442725234,509.6543435394188,502.02320337175274,505.2808837890625,40532500.0,14834558.79330443,25697941.206695568,-10863382.413391137
2025-01-13T00:00:00,499.31340880810814,504.1152423896796,497.81905506714537,503.656982421875,31694200.0,20711558.927931514,10982641.072068485,9728917.85586303
2025-01-14T00:00:00,506.82506018066647,508.2397285865004,499.7019793212129,503.1788330078125,33737200.0,13020511.82019602,20716688.17980398,-7696176.359607959
2025-01-15T00:00:00,511.09889744457155,515.9007006401041,509.5347694909147,514.7550659179688,34957600.0,22238278.900700346,12719321.099299654,9518957.801400691
2025-01-16T00:00:00,517.026467249921,517.1061831442493,511.01919663194894,511.1487121582031,28229000.0,8614249.701488875,19614750.298511125,-11000500.59702225
2025-01-17T00:00:00,520.8819303330192,522.0973697832961,511.1786021287471,519.776123046875,51837900.0,22539566.026975412,29298333.973024588,-6758767.946049176
2025-01-21T00:00:00,522.5057821782378,523.990163931292,518.1024365526878,522.8245849609375,23628000.0,13187307.802381994,10440692.197618006,2746615.6047639884
2025-01-22T00:00:00,527.5766383538297,531.8106408124149,527.2678076655376,529.5093383789062,33593000.0,20619917.660916608,12973082.339083392,7646835.321833216
2025-01-23T00:00:00,527.0485853044178,530.7546142367858,526.4608402116309,530.6350708007812,23096600.0,15596934.625396945,7499665.374603055,8097269.250793889
2025-01-24T00:00:00,531.0136677980639,531.7807280773806,526.1620039307094,527.6364135742188,19878300.0,7152993.446398723,12725306.553601278,-5572313.107202555
2025-01-27T00:00:00,509.0765966785985,516.0402765990139,508.2297899969277,512.2745361328125,60771700.0,37156805.8561167,23614894.143883303,13541911.712233394
2025-01-28T00:00:00,513.2806042053568,521.0313482861533,509.85358086015856,519.8458251953125,33194200.0,21181283.87201606,12012916.127983939,9168367.744032122
2025-01-29T00:00:00,520.4934372745863,520.6229528077788,514.9543680275574,518.8695678710938,26649000.0,10846936.252816644,15802063.747183356,-4955127.494366713
2025-01-30T00:00:00,521.738726504641,524.1196841000327,516.2594290396685,521.0811767578125,27431300.0,11999870.132364778,15431429.867635222,-3431559.7352704443
2025-01-31T00:00:00,524.9365512323936,529.5192724001945,519.2281395504486,520.323974609375,38755200.0,14834276.567873241,23920923.43212676,-9086646.86425352
2025-02-03T00:00:00,511.53724066840994,518.8894667950981,509.12636671091076,516.1597900390625,40580800.0,25201517.667909797,15379282.332090205,9822235.335819593
2025-02-04T00:00:00,516.6778052444203,523.1333941133616,516.2792865811033,522.4957885742188,26046800.0,17642142.18932826,8404657.810671741,9237484.37865652
2025-02-05T00:00:00,519.8558471490118,525.0263141261553,518.6603518561534,524.8668823242188,21134100.0,14119144.871663691,7014955.1283363085,7104189.743327383
2025-02-06T00:00:00,525.3749476688555,527.8157377758239,523.7610503813152,527.6065063476562,19434500.0,12293385.756468877,7141114.243531124,5152271.512937753
2025-02-07T00:00:00,528.1445149779497,530.0970984278108,520.2244274064886,520.95166015625,29605500.0,10087057.81235614,19518442.18764386,-9431384.37528772
