timestamp,open,high,low,close,volume,buy_volume,sell_volume,delta,trades
2024-12-21T11:15:00,3482.91,3496.44,3480.0,3495.19,19515.645,,,,41396
2024-12-21T11:30:00,3495.19,3495.93,3453.52,3460.18,73815.079,,,,78256
2024-12-21T11:45:00,3460.17,3470.0,3456.19,3464.71,25366.881,,,,42495
2024-12-21T12:00:00,3464.71,3469.5,3459.43,3462.25,15494.249,,,,37754
2024-12-21T12:15:00,3462.25,3465.15,3425.01,3431.44,81900.241,,,,91891
2024-12-21T12:30:00,3431.44,3451.8,3422.06,3445.8,53927.124,,,,79077
2024-12-21T12:45:00,3445.8,3451.91,3436.73,3440.95,21901.194,,,,42123
2024-12-21T13:00:00,3440.96,3442.89,3409.48,3419.99,60951.736,,,,86574
2024-12-21T13:15:00,3420.0,3436.39,3410.89,3411.3,46432.89,,,,65895
2024-12-21T13:30:00,3411.29,3416.4,3398.01,3403.84,77908.708,,,,110331
2024-12-21T13:45:00,3403.84,3422.31,3401.36,3402.05,47578.393,,,,84831
2024-12-21T14:00:00,3402.04,3421.48,3400.57,3406.64,37651.174,,,,71628
2024-12-21T14:15:00,3406.64,3407.78,3355.0,3361.79,143348.272,,,,169162
2024-12-21T14:30:00,3361.79,3397.0,3344.19,3390.57,125429.815,,,,163721
2024-12-21T14:45:00,3390.56,3410.69,3379.57,3389.35,83286.397,,,,113928
2024-12-21T15:00:00,3389.34,3413.52,3388.0,3409.56,54705.26,,,,92570
2024-12-21T15:15:00,3409.57,3416.99,3390.84,3401.58,49150.516,,,,81631
2024-12-21T15:30:00,3401.55,3413.0,3380.16,3383.54,43166.419,,,,73205
2024-12-21T15:45:00,3383.53,3402.54,3370.82,3373.91,46153.701,,,,83664
2024-12-21T16:00:00,3373.91,3397.3,3372.0,3385.14,31599.523,,,,73557
2024-12-21T16:15:00,3385.13,3403.0,3384.44,3396.63,21478.042,,,,49477
2024-12-21T16:30:00,3396.64,3401.76,3383.87,3387.1,14501.413,,,,47726
2024-12-21T16:45:00,3387.16,3401.0,3386.0,3389.12,16640.488,,,,42159
2024-12-21T17:00:00,3389.12,3392.57,3357.09,3388.19,63478.138,,,,95890
2024-12-21T17:15:00,3388.2,3401.16,3386.01,3391.64,46662.28,,,,82010
2024-12-21T17:30:00,3391.65,3395.84,3360.94,3362.7,35387.802,,,,79371
2024-12-21T17:45:00,3362.7,3380.47,3357.5,3369.41,31769.476,,,,69782
2024-12-21T18:00:00,3369.4,3384.53,3352.25,3368.67,43305.37,,,,87738
2024-12-21T18:15:00,3368.66,3379.48,3354.0,3368.57,28427.614,,,,70499
2024-12-21T18:30:00,3368.57,3373.0,3347.73,3361.78,30897.543,,,,66290
2024-12-21T18:45:00,3361.82,3387.57,3360.26,3381.29,28780.568,,,,56696
2024-12-21T19:00:00,3381.3,3391.51,3361.09,3361.72,25462.604,,,,55016
2024-12-21T19:15:00,3361.76,3379.75,3356.81,3369.21,24540.658,,,,55280
2024-12-21T19:30:00,3369.22,3374.66,3355.5,3368.38,24611.053,,,,53876
2024-12-21T19:45:00,3368.39,3368.39,3350.65,3362.96,20465.479,,,,52863
2024-12-21T20:00:00,3362.98,3363.67,3332.12,3347.68,60834.817,,,,92417
2024-12-21T20:15:00,3347.69,3356.56,3325.22,3342.26,52716.172,,,,89777
2024-12-21T20:30:00,3342.25,3351.72,3325.8,3346.37,40549.227,,,,82842
2024-12-21T20:45:00,3346.37,3359.92,3333.43,3359.41,25412.793,,,,60069
2024-12-21T21:00:00,3359.4,3383.99,3351.61,3379.14,43530.512,,,,83176
2024-12-21T21:15:00,3379.14,3388.37,3368.84,3380.38,34202.887,,,,64434
2024-12-21T21:30:00,3380.38,3380.77,3360.59,3361.37,22997.467,,,,44037
2024-12-21T21:45:00,3361.37,3363.69,3347.74,3356.61,25648.014,,,,49842
2024-12-21T22:00:00,3356.6,3361.77,3349.52,3354.04,13516.95,,,,39879
2024-12-21T22:15:00,3354.03,3355.53,3334.15,3343.44,21198.331,,,,47791
2024-12-21T22:30:00,3343.43,3350.0,3316.51,3334.24,59790.82,,,,76142
2024-12-21T22:45:00,3334.23,3339.95,3301.0,3316.86,58733.414,,,,86164
2024-12-21T23:00:00,3316.86,3320.2,3291.03,3299.36,50380.0,,,,82808
2024-12-21T23:15:00,3299.25,3330.82,3296.06,3330.14,29169.166,,,,55371
2024-12-21T23:30:00,3330.13,3336.98,3318.65,3335.88,18933.175,,,,41339
2024-12-21T23:45:00,3335.88,3335.88,3321.6,3329.67,9835.516,,,,25143
2024-12-22T00:00:00,3329.67,3329.91,3302.29,3316.93,31478.741,,,,60697
2024-12-22T00:15:00,3316.95,3332.74,3310.0,3330.18,14812.515,,,,42900
2024-12-22T00:30:00,3330.19,3333.26,3317.26,3324.55,13802.314,,,,40841
2024-12-22T00:45:00,3324.54,3341.69,3321.43,3337.6,17599.529,,,,45975
2024-12-22T01:00:00,3337.61,3351.51,3322.0,3331.0,41705.032,,,,71588
2024-12-22T01:15:00,3331.0,3352.79,3328.88,3349.86,19583.185,,,,57808
2024-12-22T01:30:00,3349.86,3367.0,3343.68,3363.37,35760.649,,,,67757
2024-12-22T01:45:00,3363.37,3368.72,3352.32,3360.92,18789.779,,,,49206
2024-12-22T02:00:00,3360.93,3372.72,3353.65,3368.98,22646.766,,,,52689
2024-12-22T02:15:00,3368.98,3373.47,3358.69,3364.01,13078.527,,,,43181
2024-12-22T02:30:00,3364.0,3364.01,3335.0,3338.69,36300.592,,,,62424
2024-12-22T02:45:00,3338.69,3363.76,3334.14,3355.0,25314.902,,,,51852
2024-12-22T03:00:00,3355.01,3362.18,3348.35,3360.26,16706.928,,,,41224
2024-12-22T03:15:00,3360.25,3366.5,3344.11,3357.96,14732.799,,,,37274
2024-12-22T03:30:00,3357.96,3359.22,3328.86,3337.23,31683.736,,,,51622
2024-12-22T03:45:00,3337.24,3343.25,3327.43,3335.53,17888.876,,,,49813
2024-12-22T04:00:00,3335.53,3336.99,3317.49,3323.35,39561.966,,,,75280
2024-12-22T04:15:00,3323.34,3358.0,3318.77,3352.11,36636.889,,,,73702
2024-12-22T04:30:00,3352.11,3360.35,3341.1,3341.49,18226.719,,,,49664
2024-12-22T04:45:00,3341.45,3354.93,3335.21,3354.59,13482.046,,,,38546
2024-12-22T05:00:00,3354.58,3360.25,3346.62,3351.87,18782.687,,,,36359
2024-12-22T05:15:00,3351.87,3353.47,3341.29,3348.58,13353.493,,,,35098
2024-12-22T05:30:00,3348.58,3351.0,3323.5,3323.7,19447.989,,,,44699
2024-12-22T05:45:00,3323.71,3329.14,3307.54,3310.5,45766.257,,,,68051
2024-12-22T06:00:00,3310.55,3316.3,3293.52,3304.65,64202.015,,,,93972
2024-12-22T06:15:00,3304.65,3320.32,3300.81,3316.39,37183.65,,,,68650
2024-12-22T06:30:00,3316.39,3332.0,3314.9,3320.43,27393.773,,,,55683
2024-12-22T06:45:00,3320.43,3338.66,3319.45,3329.0,21992.986,,,,44021
2024-12-22T07:00:00,3329.01,3336.85,3321.76,3334.84,19740.555,,,,37225
2024-12-22T07:15:00,3334.84,3348.87,3330.94,3342.32,18817.659,,,,36421
2024-12-22T07:30:00,3342.33,3344.0,3335.11,3340.95,13744.174,,,,30406
2024-12-22T07:45:00,3340.94,3345.96,3339.52,3341.0,11928.769,,,,24713
2024-12-22T08:00:00,3340.96,3348.45,3333.7,3346.01,16669.358,,,,32903
2024-12-22T08:15:00,3346.02,3346.2,3331.88,3338.65,14826.015,,,,28336
2024-12-22T08:30:00,3338.65,3340.81,3321.5,3329.4,21633.473,,,,40960
2024-12-22T08:45:00,3329.39,3334.84,3324.27,3331.31,11172.01,,,,32697
2024-12-22T09:00:00,3331.31,3359.2,3330.02,3348.45,29402.579,,,,63728
2024-12-22T09:15:00,3348.45,3365.67,3344.04,3358.8,28322.709,,,,52564
2024-12-22T09:30:00,3358.8,3365.48,3348.15,3355.02,16098.743,,,,41670
2024-12-22T09:45:00,3355.03,3361.0,3352.56,3355.66,10042.634,,,,30432
2024-12-22T10:00:00,3355.66,3360.35,3348.0,3353.25,12666.03,,,,31648
2024-12-22T10:15:00,3353.26,3368.96,3352.19,3363.53,14745.999,,,,33580
2024-12-22T10:30:00,3363.54,3395.8,3362.52,3393.86,59162.13,,,,81009
2024-12-22T10:45:00,3393.84,3400.0,3380.23,3381.82,39611.827,,,,67172
2024-12-22T11:00:00,3381.82,3395.76,3377.06,3387.52,28104.484,,,,56251
2024-12-22T11:15:00,3387.52,3402.08,3387.41,3389.84,21477.342,,,,45149
2024-12-22T11:30:00,3389.84,3396.1,3385.17,3385.18,17614.727,,,,39332
2024-12-22T11:45:00,3385.17,3387.28,3377.02,3377.94,27254.856,,,,40734
2024-12-22T12:00:00,3377.95,3385.64,3373.77,3382.71,16848.354,,,,33143
2024-12-22T12:15:00,3382.72,3390.62,3372.6,3386.81,17247.289,,,,35681
2024-12-22T12:30:00,3386.81,3388.61,3379.0,3387.63,9572.794,,,,27628
2024-12-22T12:45:00,3387.63,3388.0,3379.14,3379.62,6555.938,,,,21315
2024-12-22T13:00:00,3379.62,3385.98,3366.3,3372.0,27675.048,,,,47405
2024-12-22T13:15:00,3372.02,3388.67,3371.79,3386.3,22176.743,,,,37600
2024-12-22T13:30:00,3386.29,3396.58,3386.2,3388.92,18958.273,,,,37779
2024-12-22T13:45:00,3388.92,3391.18,3373.57,3373.69,13478.172,,,,35447
2024-12-22T14:00:00,3373.69,3380.15,3359.68,3376.99,35370.025,,,,60812
