timestamp,open,high,low,close,volume,buy_volume,sell_volume,delta,trades_count,vwap
2025-12-10T01:00:00,92638.3,92700.0,92600.0,92630.7,243.838,131.905,111.93299999999999,19.97200000000001,3507,92634.80989878526
2025-12-10T01:05:00,92630.7,92676.8,92601.0,92676.7,173.579,114.018,59.561,54.457,2792,92631.82155214628
2025-12-10T01:10:00,92676.8,92748.2,92657.7,92660.4,263.444,115.454,147.99,-32.536000000000016,3476,92701.31883246533
2025-12-10T01:15:00,92660.3,92660.3,92235.5,92357.0,751.873,276.983,474.89,-197.90699999999998,7956,92409.85108588816
2025-12-10T01:20:00,92357.0,92542.1,92250.0,92447.0,426.123,247.868,178.255,69.613,6593,92424.83840370034
2025-12-10T01:25:00,92447.0,92505.6,92345.0,92484.7,344.59299999999996,180.95,163.643,17.306999999999988,4573,92421.36242813988
2025-12-10T01:30:00,92484.7,92537.5,92411.6,92427.9,224.55,140.961,83.589,57.372000000000014,4743,92487.47872767756
2025-12-10T01:35:00,92428.0,92525.9,92383.2,92487.7,201.266,142.28,58.986,83.29400000000001,3624,92462.41972414617
2025-12-10T01:40:00,92487.6,92487.7,92400.0,92453.7,699.434,124.528,574.906,-450.37799999999993,4390,92444.80033584299
2025-12-10T01:45:00,92453.8,92500.3,91999.3,92138.5,2432.599,956.636,1475.963,-519.327,12247,92166.80149531427
2025-12-10T01:50:00,92138.4,92269.7,92118.1,92269.2,629.818,358.306,271.512,86.79399999999998,5306,92202.73912939928
2025-12-10T01:55:00,92269.3,92269.3,92082.0,92084.5,459.204,199.346,259.858,-60.512,4331,92137.34459107499
2025-12-10T02:00:00,92084.5,92243.9,92050.0,92243.9,471.57,254.357,217.213,37.144000000000005,5902,92135.40587632802
2025-12-10T02:05:00,92243.8,92243.9,92113.0,92130.0,277.706,131.105,146.601,-15.49600000000001,4628,92174.1816068072
2025-12-10T02:10:00,92130.0,92230.2,92113.9,92193.2,199.58499999999998,104.158,95.42699999999999,8.731000000000009,3283,92182.49785555027
2025-12-10T02:15:00,92193.1,92360.0,92130.2,92350.7,418.411,254.052,164.359,89.69299999999998,5289,92275.94165497561
2025-12-10T02:20:00,92350.7,92350.7,92179.9,92241.6,227.091,126.137,100.95400000000001,25.182999999999993,3324,92233.0209959884
2025-12-10T02:25:00,92241.6,92241.6,92175.5,92231.4,222.56,159.978,62.582,97.39600000000002,2731,92199.63722996046
2025-12-10T02:30:00,92231.5,92239.2,91900.0,92019.1,996.971,253.386,743.585,-490.19900000000007,10173,92005.19406652752
2025-12-10T02:35:00,92019.1,92147.6,91986.2,92118.4,399.615,181.821,217.794,-35.97300000000001,5740,92076.05446892633
2025-12-10T02:40:00,92118.4,92231.5,92110.3,92203.1,214.56,133.25900000000001,81.301,51.95800000000001,3458,92175.0705471663
2025-12-10T02:45:00,92203.2,92218.1,92108.0,92211.6,215.905,114.301,101.604,12.697000000000003,3972,92169.11924642783
2025-12-10T02:50:00,92211.6,92300.0,92206.1,92269.1,203.606,128.727,74.879,53.848,3306,92265.28092050333
2025-12-10T02:55:00,92269.1,92320.0,92254.1,92269.1,216.212,138.219,77.993,60.226,2050,92284.43880543171
2025-12-10T03:00:00,92269.2,92269.2,92024.1,92056.9,396.141,159.192,236.949,-77.757,4452,92127.23238872018
2025-12-10T03:05:00,92056.9,92105.2,91976.3,91986.5,287.255,115.373,171.882,-56.509,4650,92035.43204052148
2025-12-10T03:10:00,91986.6,92195.6,91976.3,92186.9,288.957,218.219,70.738,147.481,3732,92099.35758400039
2025-12-10T03:15:00,92186.9,92391.0,92174.8,92390.9,387.4,272.123,115.277,156.846,4852,92268.29949122356
2025-12-10T03:20:00,92389.8,92530.0,92379.5,92470.3,593.891,363.909,229.982,133.927,5815,92455.60032901661
2025-12-10T03:25:00,92470.2,92475.3,92323.0,92456.5,391.74199999999996,138.517,253.225,-114.708,4283,92405.66888947318
2025-12-10T03:30:00,92456.5,92474.8,92344.4,92428.0,288.972,109.319,179.653,-70.33399999999999,4705,92405.31887414698
2025-12-10T03:35:00,92428.1,92431.6,92340.0,92365.7,144.48,59.312,85.16799999999999,-25.855999999999995,2853,92377.34974806201
2025-12-10T03:40:00,92365.8,92365.8,92287.1,92345.4,208.073,84.81400000000001,123.259,-38.44499999999999,2665,92322.16602346291
2025-12-10T03:45:00,92345.4,92345.4,92186.1,92297.7,344.999,152.688,192.311,-39.62300000000002,4342,92254.2387682283
2025-12-10T03:50:00,92297.7,92303.2,92244.8,92271.5,138.114,75.025,63.089,11.936000000000007,2255,92270.65277813979
