timestamp,open,high,low,close,volume,buy_volume,sell_volume,delta,trades_count,vwap
2025-12-01T01:00:00,90320.5,90396.9,89228.0,89771.4,5804.585,2043.971,3760.614,-1716.643,33696,89775.44414293184
2025-12-01T01:05:00,89771.3,89783.6,88900.0,89101.0,5855.894,2413.271,3442.623,-1029.3519999999999,55780,89292.04033681279
2025-12-01T01:10:00,89100.9,89268.8,88807.2,88887.7,3430.374,1522.208,1908.166,-385.95799999999986,37840,89005.41717165534
2025-12-01T01:15:00,88887.8,89056.2,88591.0,88673.4,3501.078,1468.706,2032.372,-563.6660000000002,32857,88782.1715576174
2025-12-01T01:20:00,88673.5,88818.5,88374.0,88503.7,3226.298,1525.963,1700.335,-174.37200000000007,36723,88513.62485607344
2025-12-01T01:25:00,88503.8,88656.6,88312.5,88338.3,1749.847,786.716,963.131,-176.41499999999996,18622,88447.11522378815
2025-12-01T01:30:00,88338.3,88408.8,87750.0,87923.2,5258.721,1990.967,3267.754,-1276.7869999999998,49521,88048.5033044727
2025-12-01T01:35:00,87923.2,88062.0,87575.8,87829.7,3111.404,1664.15,1447.254,216.89600000000019,39769,87828.30474946358
2025-12-01T01:40:00,87829.7,88164.8,87655.0,87712.4,2577.89,1384.396,1193.494,190.90200000000004,25059,87933.57102471401
2025-12-01T01:45:00,87712.3,87747.9,87388.0,87405.3,2944.828,1217.633,1727.195,-509.5619999999999,26989,87514.5409679275
2025-12-01T01:50:00,87405.3,87460.4,87114.7,87115.3,2761.172,1170.387,1590.785,-420.39800000000014,25932,87270.35531361321
2025-12-01T01:55:00,87115.3,87285.1,86939.6,86970.7,3041.781,1572.314,1469.467,102.84699999999998,26766,87060.27901620793
2025-12-01T02:00:00,86970.6,87559.9,86900.0,87397.1,3949.391,2426.186,1523.205,902.9810000000002,35036,87278.50660800615
2025-12-01T02:05:00,87397.1,87669.3,87226.3,87352.8,1987.1529999999998,1047.466,939.687,107.77899999999988,21716,87429.56727101537
2025-12-01T02:10:00,87352.4,87527.3,87149.4,87372.5,1183.492,646.704,536.788,109.91599999999994,16237,87334.39025806681
2025-12-01T02:15:00,87372.5,87713.9,87355.0,87494.8,1531.596,823.887,707.709,116.178,18332,87573.09540675217
